customer_id,first_name,last_name,email,phone_number,address,city,country,postal_code,loyalty_points
941,Jermaine,Baldwin,jbaldwinq4@theglobeandmail.com,189-101-6272,7013 Continental Road,Dýšina,Czech Republic,330 02,485
942,Efren,Kareman,ekaremanq5@fc2.com,915-753-9538,111 Victoria Way,Igreja,Portugal,4970-150,935
943,Antonetta,Breitling,abreitlingq6@nature.com,891-676-1618,06 Loomis Crossing,Āzādshahr,Iran,,313
944,Gabriellia,Lockey,glockeyq7@berkeley.edu,740-202-5426,922 Morrow Place,Huating,China,,904
945,Stacy,Dyzart,sdyzartq8@nhs.uk,831-598-3954,262 Pine View Center,Killarney,Canada,V9B,600
946,Rosalie,Benfield,rbenfieldq9@shareasale.com,767-960-3312,716 Artisan Junction,La Julia,Dominican Republic,10109,452
947,Justino,Taaffe,jtaaffeqa@infoseek.co.jp,516-422-5736,2 Cottonwood Junction,New Hyde Park,United States,11044,63
948,Morey,Glaze,mglazeqb@deviantart.com,834-709-2027,4088 Longview Parkway,Guadalupe,Panama,,414
949,Andris,Aldrich,aaldrichqc@simplemachines.org,476-886-1631,45 Goodland Center,Youshan,China,,412
950,Quinta,Roomes,qroomesqd@sogou.com,597-198-7831,01841 Welch Road,Smolyan,Bulgaria,4754,191
951,Brenden,Peerman,bpeermanqe@wp.com,777-148-0467,177 Kensington Park,Ferbane,Ireland,E32,739
952,Alix,Lyver,alyverqf@businessweek.com,695-221-7903,75 Marcy Place,La Plaine-Saint-Denis,France,93214 CEDEX,725
953,Katti,Shilstone,kshilstoneqg@time.com,247-889-5981,0 Tennessee Way,Huangsangkou,China,,634
954,Eveleen,Sallier,esallierqh@sun.com,229-496-3771,77 Maple Wood Junction,Saravia,Philippines,6118,277
955,Gabriel,Goodacre,ggoodacreqi@yandex.ru,320-494-4012,7405 Clove Alley,Ulcinj,Montenegro,,439
956,Faustina,Essam,fessamqj@samsung.com,234-803-6025,3766 Pennsylvania Circle,Sigou,China,,252
957,Patin,Noblett,pnoblettqk@e-recht24.de,702-169-0935,20 Texas Road,Temirtau,Kazakhstan,,486
958,Regan,Longmate,rlongmateql@wikispaces.com,870-790-8785,31562 Ryan Court,Baranowo,Poland,06-320,136
959,Richie,Robion,rrobionqm@fc2.com,662-193-0018,4 Knutson Circle,Phak Hai,Thailand,31000,604
960,Ursula,Barten,ubartenqn@goo.gl,974-140-9628,884 Forest Dale Terrace,Haguimit,Philippines,6117,354
961,Sidonia,Milella,smilellaqo@elpais.com,949-761-7948,878 Dakota Plaza,Chociwel,Poland,73-120,192
962,Jobie,Pavlata,jpavlataqp@toplist.cz,141-849-9725,8045 Esch Crossing,Chamouny,Mauritius,,541
963,Steven,Anshell,sanshellqq@lulu.com,215-563-7435,1 Coleman Crossing,Josefina,Philippines,7027,57
964,Filia,Hounsome,fhounsomeqr@ibm.com,769-625-3375,4 Oriole Road,Grabica,Poland,97-306,304
965,Shermy,Wrenn,swrennqs@ftc.gov,130-295-3715,23981 Melody Terrace,Tongyang,China,,386
966,Catharina,Streeten,cstreetenqt@fotki.com,423-390-7090,4573 Cardinal Trail,Johnson City,United States,37605,293
967,Kean,Ivakhin,kivakhinqu@posterous.com,163-160-4663,03120 Hollow Ridge Park,Zhaoyuan,China,,226
968,Jacquelin,Prestige,jprestigeqv@bing.com,534-942-2798,1096 Loftsgordon Avenue,Talmest,Morocco,,890
969,Andrus,Lamming,alammingqw@goo.gl,909-688-1287,947 La Follette Junction,Novaya Derevnya,Russia,186326,565
970,Conan,Gatus,cgatusqx@creativecommons.org,117-150-5820,54228 Banding Point,Kamyanyuki,Belarus,,872
971,Jaymee,Kupke,jkupkeqy@sina.com.cn,487-200-3467,3 Lien Pass,Faraulep,Micronesia,,228
972,Almira,Boscott,aboscottqz@naver.com,678-986-7756,5118 Cherokee Place,Yamagata-shi,Japan,990-2412,800
973,Tito,Dadswell,tdadswellr0@marketwatch.com,608-151-9405,13773 Stone Corner Road,Odeleite,Portugal,8950-355,264
974,Iosep,Spearett,ispearettr1@shareasale.com,199-805-1161,7208 Goodland Hill,Sokoto,Nigeria,,760
975,Sherwynd,Norcott,snorcottr2@forbes.com,345-477-1631,464 Village Green Trail,Zaragoza,Spain,50080,448
976,Emelina,Macguire,emacguirer3@census.gov,985-954-9912,1 Walton Way,Zbýšov,Czech Republic,683 52,95
977,Jeana,Tevlin,jtevlinr4@multiply.com,525-788-3269,7 Burrows Parkway,Resende,Brazil,27500-000,441
978,Aylmar,Ackhurst,aackhurstr5@nps.gov,907-651-3448,3 Heffernan Point,Blarney,Ireland,P31,85
979,Lonnie,Hinsche,lhinscher6@tmall.com,424-911-8778,928 School Crossing,Ibotirama,Brazil,47520-000,746
980,Keelby,Mikalski,kmikalskir7@woothemes.com,775-323-4402,46 Moose Lane,Xingang,China,,586
981,Bellanca,Durrett,bdurrettr8@myspace.com,119-520-5890,698 Melody Pass,Narach,Belarus,,636
982,Yoshiko,Ianittello,yianittellor9@kickstarter.com,497-826-7479,09699 Esch Hill,Soubré,Ivory Coast,,676
983,Darrick,Brash,dbrashra@sphinn.com,464-326-5180,15098 Carberry Park,Lamakera Dua,Indonesia,,117
984,Nelle,Earney,nearneyrb@hubpages.com,667-917-3752,176 Veith Park,Dūrā al Qar‘,Palestinian Territory,,375
985,Bevon,Spear,bspearrc@51.la,277-564-2653,44 Golf Lane,Maluso,Philippines,7303,607
986,Hirsch,Garrigan,hgarriganrd@businessweek.com,678-430-5146,67459 Rusk Pass,Antsirabe,Madagascar,,177
987,Herta,Andreix,handreixre@howstuffworks.com,815-683-3883,876 Chinook Avenue,Rockford,United States,61105,997
988,Etti,Robichon,erobichonrf@joomla.org,417-167-2975,9 Roth Place,Grenoble,France,38014 CEDEX 1,534
989,Kassie,Hanretty,khanrettyrg@geocities.com,718-674-3445,5 Kensington Road,Nyrkiv,Ukraine,,299
990,Kelly,Cockerell,kcockerellrh@apple.com,836-956-1396,87832 Bellgrove Street,Hitiaa,French Polynesia,,628
991,Frederique,Bertholin,fbertholinri@zimbio.com,168-379-6510,57975 Packers Court,Yurkivka,Ukraine,,107
992,Raphaela,Quince,rquincerj@digg.com,263-514-2762,6 Waxwing Park,Leme,Brazil,13610-000,450
993,Ronnica,Keiley,rkeileyrk@stanford.edu,930-768-3779,37745 Schurz Court,Moscow,Russia,901993,320
994,Kristina,Browning,kbrowningrl@wisc.edu,171-391-3164,36694 Londonderry Circle,Lagoa Santa,Brazil,33400-000,913
995,Elladine,Beran,eberanrm@example.com,874-172-5981,7022 Jenifer Park,Kopen,Indonesia,,258
996,Marlo,Vela,mvelarn@fc2.com,829-538-6379,9 4th Crossing,Šenov,Czech Republic,739 34,846
997,Sebastiano,Melmore,smelmorero@g.co,139-446-1888,35 Corben Road,Pulosari,Indonesia,,728
998,Celene,Conahy,cconahyrp@simplemachines.org,218-489-4211,141 Mayer Junction,Hetou,China,,199
999,Gladi,Haskayne,ghaskaynerq@skype.com,869-252-9221,4977 Colorado Parkway,Lamalewar,Indonesia,,33
1000,Cornie,Longhirst,clonghirstrr@narod.ru,421-181-5755,52175 Magdeline Hill,Lukou,China,,595
